SECClasS_Code;SECCLasS_Title;WBS_L1;WBS_Title_L1;WBS_L2;WBS_Title_L2;WBS_L3;WBS_Title_L3;WBS_Code;WBS_Title;Expected_lifespan;Unit of Measure;Conversion Factor (Kg/m3, Kg/m2, kg/m, kg/u);Unit_Cost;GWP A1-A3 (kgCo2e/m3, kgCo2e/m2, kgCo2e/m, kgCo2e/u);Concrete (%);Clay bricks (%);Ceramic Tiles (%);Ceramic (%);Wood (%);Glass (%);Plastics (%);Bituminous material (%);Copper (%);Aluminium (%);Steel (%);Metal (%);Stone (%);Cork (%);Expanded polystyrene (EPS) (%);Extruded polystyrene foam (XPS) (%);Asbestos (%);Gypsum (%);Adobe (%);Teste (%);Fiberglass (%)
Ss_25_30_20_38;Sistemas de portas de alta velocidade - High-speed doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_39;Sistemas de portas articuladas - Hinged doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_40;Sistemas de portas industriais - Industrial doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_45;Sistemas de portas de carga - Loading bay doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_46;Sistemas de clarabóias com moldura - Louvre doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_62;Sistemas de portas pivotantes - Pivot doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_65;Sistemas de porta de plataforma - Platform door systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_70;Sistemas de portas giratórias - Revolving doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_73;Sistemas de portas de enrolar de grelha - Roller grille doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_74;Sistemas de persianas de enrolar - Roller shutter doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_76;Sistemas de portas seccionadas - Sectional overhead doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_77;Sistemas de portas deslizantes - Sliding doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_78;Sistemas de portas deslizantes dobráveis - Sliding folding doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_84;Sistemas de portas de cortina - Strip curtain doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_20_93;Sistemas de portas basculantes - Up-and-over doorset systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_29;Sistema de cortina contra incêndio e fumo - Fire and smoke curtain systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_29_30;Sistemas de cortina de incêndio - Fire curtain systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_29_80;Sistemas de cortina de fumo - Smoke curtain systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_95;Sistemas de janelas - Window systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_95_26;Sistemas de janelas exteriores - External window systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_95_41;Sistemas de janelas interiores - Internal window systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_30_95_96;Sistemas de janelas de fachada - Window walling systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32;Sistemas de portaria e controlo de acesso - Gate and access control systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35;Sistemas de controlo de acesso - Gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_05;Sistemas de portaria para animais - Animal gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_15;Chicane systems - Chicane systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_30;Sistemas de portão dobrável - Folding gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_37;Sistemas de portão articulado - Hinged gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_41;In-line inhibitor systems - In-line inhibitor systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_45;Kissing gate systems - Kissing gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_80;Sistemas de portão deslizante - Sliding gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_85;Sistema de acesso de guilhotina - Stile systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_35_90;Sistemas de catraca - Turnstile systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_60;Sistemas de portão de controlo de acesso - Access control gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_60_15;Sistemas de portão de controlo de acesso de pedestres - Controlled pedestrian access gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_60_26;sistemas de portão de passaporte eletrónico - e-passport gate systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_02_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_60_60;Sistemas de portão de passaporte - Passport gate systems;0;;0;;0;;03_02_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_32_70;Sistemas de barreira automática de plataforma ferroviária - Railway platform automated barrier systems;0;;0;;0;;03_02_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36;Sistemas de barreira operáveis - Operable barrier systems;0;;0;;0;;03_02_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_24;Sistemas de portões automáticos da doca seca - Dry dock automated gate systems;0;;0;;0;;03_02_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_30;Sistemas de barreira contra inundações e tempestades - Flood and storm surge barrier systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_30_30;Sistemas de comportas - Flood gate systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_50;Sistemas de portões marítimos automatizados - Marina and sea gate automated systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_58;Sistemas de barreira ferroviária operáveis - Operable rail barrier systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_62;Sistemas de barreira de água operáveis - Operable water barrier systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_62_47;Sistemas de barreira de água operáveis - Operable water barrier systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_62_96;Sistemas de barreira de água operáveis - Operable water barrier systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_64;Sistemas de barreira de ponte operáveis - Operable bridge barrier systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_66;Sistemas de barreira de túnel operáveis - Operable tunnel barrier systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_70;Sistemas de travessia ferroviária - Railway crossing systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95;Sistemas de controlo de ponto de acesso de veículos - Vehicle access point control systems;0;;0;;0;;01_04_02_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_05;Sistemas automatizados de portões pesados - Automated heavy-duty gate systems;0;;0;;0;;01_04_01_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_35;Heavy-duty sliding beam barrier systems - Heavy-duty sliding beam barrier systems;0;;0;;0;;01_04_01_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_36;Sistemas de restrição de altura de veículos - Height restrictor systems;0;;0;;0;;01_04_01_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_38;Sistemas de portão giratório horizontal - Horizontal swing gate systems;0;;0;;0;;01_04_01_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_40;Sistemas de rampa hidráulica - Hydraulic ramp systems;0;;0;;0;;01_04_01_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_50;Sistemas de postes de estacionamento móveis - Movable bollard and car park post systems;0;;0;;0;;01_04_01_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_70;Sistemas de barreira de elevação vertical - Rising arm barrier systems;0;;0;;0;;01_04_01_;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_72;Sistemas de barreira de elevação hidráulica - Rising bollard systems;03_;External works;03_02_;Landscaping;03_02_02_;Fencing, railings and walls;01_04_01_;Fencing, railings and walls;20;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_85;Sistemas estáticos de barreira - Static bollard systems;03_;External works;03_02_;Landscaping;03_02_02_;Fencing, railings and walls;01_04_01_;Fencing, railings and walls;20;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_94;Sistemas de barreira de fluxo de veículos - Vehicle flow plate systems;03_;External works;03_02_;Landscaping;03_02_02_;Fencing, railings and walls;01_04_01_;Fencing, railings and walls;20;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_36_95_96;Sistemas de barreira de veículos - Vehicle stop systems;03_;External works;03_02_;Landscaping;03_02_02_;Fencing, railings and walls;01_04_01_;Fencing, railings and walls;20;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38;Sistemas de abertura de parede e barreiras - Wall and barrier opening hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_10;Sistemas de abertura de parede e barreiras - Wall and barrier opening hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_10_33;Sistemas de abertura de parede e barreiras - Wall and barrier opening hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_10_95;Sistemas de abertura de parede e barreiras - Wall and barrier opening hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_20;Sistemas de portas, janelas e portões - Door, window and gate hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_20_20;Sistemas de componentes de portas - Door hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_20_30;Sistemas de componentes de portas de garagem - Garage door hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_20_35;Hatch hardware systems - Hatch hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_20_70;Sistemas de componentes de paredes relocáveis - Relocatable partition hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_20_80;Shutter hardware systems - Shutter hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_38_20_95;Sistemas de componentes de janela - Window hardware systems;01_;Shell;01_04_;Facades;01_04_02_;Façade openings (including windows and external doors);01_04_01_;Façade openings (including windows and external doors);30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45;Sistemas de acabamento e revestimento de parede - Wall covering and finish systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_02;Sistemas de cobertura acústica - Acoustic covering systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_12;Sistemas de isolamento de paredes ocas - Cavity wall insulation systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_12_40;Sistemas de isolamento de parede injetado e soprado por cavidade - Injected and blown cavity wall insulation systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_25;Sistemas de tapeçaria - Drapery systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_70;Sistemas de revestimento de reboco e gesso - Render and roughcast coating systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_70_55;Sistemas de revestimento de reboco muiti-camada - Multicoat render systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_70_60;Sistemas de revestimento de reboco de uma camada - One-coat render systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_70_65;Sistemas de revestimento de acabamento - Parge coat systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_70_90;Sistemas de revestimento de ladrilho e mosaico - Tiling and mosaic render substrate systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_72;Sistemas de isolamento de parede - Wall insulation systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_72_02;Sistemas de isolamento de parede externa com adesivo fixo - Adhesive-fixed external wall insulation systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_72_42;Sistemas de plinto isolados - Insulated plinth systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_72_70;Sistemas de isolamento de parede externa fixo em trilho - Rail-fixed external wall insulation systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_74;Sistemas de cobertura de papel e tecido laminado - Rolled paper and fabric covering systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_74_70;Sistemas de cobertura lamelada - Rolled covering systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_85;Sistemas de revestimento pulverizado - Sprayed coating systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_85_82;Sistemas de revestimento monolítico externo pulverizado - Sprayed external monolithic coating systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_85_85;Sistemas de revestimento monolítico interno pulverizado - Sprayed internal monolithic coating systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_86;Sistemas de reboco suspenso - Suspended render systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_88;Sistemas de ladrilhos - Tiling systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_88_25;Sistemas de ladrilhos de parede externa - External wall tiling systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_88_40;Sistemas de ladrilhos de parede interna - Internal wall tiling systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_25_45_88_88;Sistemas de ladrilhos de marmorite para parede - Terrazzo wall tiling systems;01_;Shell;01_04_;Facades;01_04_01_;External wall systems, cladding and shading devices;01_04_01_;External wall systems, cladding and shading devices;30;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
